timestep,datetime,J,Cl mg/l,Q,ET,Q Cl mg/l,S_scale
4467,34906.00,0,0,1.431502793,3.348327065,,6515.574607
4468,34907.00,0,0,1.345223464,4.674842851,,6660.491523
4469,34908.00,3,5.982120371,1.318927374,1.79589154,,6708.250584
4470,34909.00,0,0,1.217287709,5.229031594,,6890.129679
4471,34910.00,9.25,1.060647755,1.292027933,3.080484607,,6766.928579
4472,34911.00,12.75,8.836867512,1.311460894,6.041097179,6.8,6776.636126
4473,34912.00,0,0,1.729709497,5.580077614,,6010.171468
4474,34913.00,0,0,1.206603352,5.266636304,,6906.855738
4475,34914.00,0,0,1.122335196,6.581134702,,7086.908233
4476,34915.00,0,0,1.077636872,4.8155922,,7200.190401
4477,34916.00,0,0,1.051918994,5.523749215,,7239.879687
4478,34917.00,0,0,0.973181564,6.070366114,,7438.381478
4479,34918.00,0,0,0.964860335,3.433144191,,7467.984021
4480,34919.00,0,0,0.922223464,4.994569157,6.4,7571.251408
4481,34920.00,0,0,0.878555866,5.728019188,,7699.91075
4482,34921.00,0,0,0.853843575,6.076092266,,7770.689888
4483,34922.00,0,0,0.831217877,6.066689232,,7841.678163
4484,34923.00,2.5,2.139958349,0.847634078,2.295199423,,7799.184194
4485,34924.00,1.25,1.355596555,0.854899441,2.959034447,,7771.294489
4486,34925.00,0,0,0.837402235,2.247233983,,7815.531001
4487,34926.00,0,0,0.783226257,4.707790843,6.3,7991.942362
4488,34927.00,0.25,3.311063507,0.743354749,5.041121874,,8127.304615
4489,34928.00,0,0,0.714946927,5.114850788,,8234.669232
4490,34929.00,0,0,0.698555866,4.992701237,,8293.963863
4491,34930.00,0,0,0.678921788,4.503727239,,8372.127882
4492,34931.00,0,0,0.661324022,4.980951002,,8441.424666
4493,34932.00,0,0,0.639150838,5.749004559,,8530.186343
4494,34933.00,0,0,0.624695531,5.714629071,6.4,8598.794057
4495,34934.00,3.5,2.602739726,0.637114525,4.182867626,,8544.511586
4496,34935.00,5.5,2.602739726,0.64722067,1.362556464,,8508.143291
4497,34936.00,0,0,0.640357542,2.561397938,,8522.695856
4498,34937.00,6.75,2.602739726,0.66672905,1.590294159,,8424.611834
4499,34938.00,0.25,2.602739726,0.641061453,1.971669146,,8511.758659
4500,34939.00,0,0,0.597268156,3.376735227,,8719.23796
4501,34940.00,2,2.602739726,0.607877095,1.410885186,6.5,8678.111608
4502,34941.00,0,0,0.60601676,1.685810365,,8677.176162
4503,34942.00,0,0,0.582209497,3.194109847,,8784.096355
4504,34943.00,0,0,0.560413408,2.386024356,,8896.844521
4505,34944.00,7.75,1.780821918,0.631005587,2.507594535,,8573.762011
4506,34945.00,4.25,1.780821918,0.617128492,1.67079312,,8635.723748
4507,34946.00,3.75,1.780821918,0.616952514,1.007016897,,8634.156487
4508,34947.00,14.25,1.780821918,0.809396648,0.914263373,6.5,7934.805303
4509,34948.00,7,1.369863014,0.842631285,2.119511798,,7751.881743
4510,34949.00,5.5,1.369863014,1.127689944,1.414506675,,7020.649598
4511,34950.00,0.5,1.369863014,0.76122905,1.223099653,,8046.259295
4512,34951.00,0,0,0.670701117,3.009316968,,8397.365417
4513,34952.00,14.5,1.369863014,0.805298883,1.182663718,,7938.954966
4514,34953.00,0,0,0.930569832,3.262693688,,7441.308346
4515,34954.00,6,1.369863014,0.790391061,1.91753243,6.8,7969.207529
4516,34955.00,0,0,0.756427374,3.360488949,,8067.706677
4517,34956.00,4.5,1.643835616,0.718089385,0.45159977,,8228.82751
4518,34957.00,1,1.643835616,0.72374581,1.100986552,,8198.725542
4519,34958.00,0,0,0.687393855,1.791951941,,8338.213485
4520,34959.00,2.25,1.643835616,0.675553073,1.201090706,,8388.16729
4521,34960.00,4.5,1.643835616,0.72296648,1.193530036,,8208.102561
4522,34961.00,0,0,0.688650838,1.859821038,6.9,8332.220212
4523,34962.00,0,0,0.666452514,1.67608304,,8421.193888
4524,34963.00,0,0,0.648553073,3.359488307,,8494.339483
4525,34964.00,1.5,2.328767123,0.652374302,1.654982791,,8484.43845
4526,34965.00,10,2.328767123,0.658432961,2.876794965,,8464.099639
4527,34966.00,42.25,2.328767123,7.080787709,1.420818709,,2952.229634
4528,34967.00,24.5,2.328767123,3.023798883,1.167866759,,5304.903567
4529,34968.00,36.25,2.328767123,24.33207821,1.265453305,6.2,1370.28534
4530,34969.00,7,9.452054795,6.70203352,1.498260081,,3410.532924
4531,34970.00,2.5,9.452054795,4.257502793,1.710294241,,4236.839407
4532,34971.00,0,0,3.190952514,1.88977769,,4793.385884
4533,34972.00,7.25,9.452054795,2.715134078,0.994552583,,5140.777618
4534,34973.00,7.5,9.452054795,3.80923743,1.963371604,,4433.298358
4535,34974.00,4,9.452054795,2.647684358,1.000020246,,5177.47264
4536,34975.00,7.75,9.452054795,2.749977654,0.663779583,6.7,5113.312695
4537,34976.00,13,3.150684932,5.304393855,1.17489885,,3844.939128
4538,34977.00,5,3.150684932,4.284050279,1.816818436,,4243.402236
4539,34978.00,18.5,3.150684932,6.691826816,0.520269309,,3385.827786
4540,34979.00,29.5,3.150684932,16.34724302,0.377237303,,2056.096719
4541,34980.00,0,0,10.21311453,3.334664098,,2705.187504
4542,34981.00,0,0,6.048301676,1.813607672,,3605.475423
4543,34982.00,0,0,4.414047486,1.638630012,6.8,4178.013649
4544,34983.00,0,0,3.570335196,1.054455313,,4584.743293
4545,34984.00,0.25,3.659360048,2.988804469,1.70523933,,4930.554255
4546,34985.00,0.25,4.79970431,2.568997207,0.827114603,,5237.474943
4547,34986.00,0.25,1.960457373,2.253217877,0.709811849,,5514.02176
4548,34987.00,3,10.24961136,2.085460894,0.836071433,,5678.256852
4549,34988.00,1,3.238108489,1.845326816,1.026099209,,5943.847881
4550,34989.00,8.5,5.618820518,1.989427374,0.691758615,6.6,5786.203517
4551,34990.00,0,0,1.744290503,0.9711926,,6061.553678
4552,34991.00,0,0,1.607178771,0.506862207,,6252.204956
4553,34992.00,0.5,2.285933559,1.536863128,0.80756501,,6354.808729
4554,34993.00,0,0,1.454405028,1.441529163,,6479.680868
4555,34994.00,0,0,1.41222067,0.581686566,,6551.447375
4556,34995.00,0,0,1.365511173,1.007610649,,6626.538539
4557,34996.00,21.5,2.257834632,2.281223464,0.413256081,6.9,5376.381092
4558,34997.00,6.75,8.219178082,3.548740223,1.507857134,,4547.263993
4559,34998.00,7,8.219178082,2.319310056,0.958262061,,5461.537446
4560,34999.00,3.75,8.219178082,2.649444134,0.807746371,,5181.370415
4561,35000.00,0,0,2.270865922,1.069553779,,5496.336033
4562,35001.00,0.25,8.219178082,2.101072626,0.359878218,,5665.257559
4563,35002.00,0,0,1.970321229,0.399957285,,5803.326364
4564,35003.00,0,0,1.86146648,1.105542136,6.8,5927.983583
4565,35004.00,0.25,8.690221755,1.784790503,0.76137841,,6021.127566
4566,35005.00,0,0,1.709371508,1.138037692,,6116.986995
4567,35006.00,0.25,4.200871053,1.640840782,0.46902856,,6207.392613
4568,35007.00,0,0,1.568162011,0.774721059,,6309.062947
4569,35008.00,0,0,1.514589385,0.705108762,,6388.991665
4570,35009.00,0,0,1.448899441,1.201897551,,6490.478977
4571,35010.00,1.5,8.924674656,1.465592179,0.236609393,6.4,6468.122056
4572,35011.00,6,0.821917808,1.48872067,0.417852896,,6433.160133
4573,35012.00,4.75,0.821917808,1.562455307,0.093381426,,6321.332539
4574,35013.00,1,0.821917808,1.46853352,0.105612736,,6460.018419
4575,35014.00,19.25,0.821917808,4.009324022,0.100942015,,4234.807584
4576,35015.00,11.25,0.821917808,4.858013966,0.117150293,,4060.70054
4577,35016.00,1.75,0.821917808,4.933709497,0.784738538,,3937.992079
4578,35017.00,7.5,0.821917808,3.731530726,0.516063286,6.9,4527.54719
4579,35018.00,15.25,4.383561644,5.834212291,0.378385515,,3617.885662
4580,35019.00,7.25,4.383561644,7.919195531,0.141384112,,3161.126019
4581,35020.00,0.25,4.383561644,5.173667598,0.468522784,,3885.725723
4582,35021.00,0.5,4.383561644,4.018399441,0.630883479,,4360.011418
4583,35022.00,2.5,4.383561644,3.535340782,0.227261564,,4608.274247
4584,35023.00,0.5,4.383561644,3.072569832,0.448125594,6.9,4880.893627
4585,35024.00,15.5,2.876712329,5.023307263,0.148113571,,3910.943882
4586,35025.00,8,2.876712329,5.10672067,0.338429606,,3932.578151
4587,35026.00,8.5,2.876712329,4.440117318,0.410223499,,4207.470007
4588,35027.00,14.5,2.876712329,7.545368715,0.301095836,,3240.992809
4589,35028.00,4.5,2.876712329,7.179888268,0.230941832,,3335.459771
4590,35029.00,3.25,2.876712329,5.563784916,0.220416719,,3772.272395
4591,35030.00,9.75,2.876712329,6.179203911,0.066019718,,3604.037366
4592,35031.00,3.75,2.876712329,5.296877095,0.202702524,6.8,3861.180228
4593,35032.00,1.5,1.917808219,4.744181564,0,,4059.891845
4594,35033.00,0,0,4.049748603,0.111979869,,4349.876102
4595,35034.00,5.75,1.917808219,4.051131285,0.175367737,,4359.737985
4596,35035.00,4,1.917808219,3.82502514,0.141560895,,4467.805276
4597,35036.00,5,1.917808219,4.065938547,0.134549816,,4354.732993
4598,35037.00,1.25,1.917808219,3.650078212,0.051792871,,4545.094797
4599,35038.00,0.25,1.917808219,3.285905028,0.054287262,7.3,4753.238599
4600,35039.00,0,0,2.987748603,0.066248735,,4939.51766
4601,35040.00,0,0,2.695122905,0,,5144.32587
4602,35041.00,2,5.420532823,2.457678771,0,,5334.633263
4603,35042.00,1.5,15.47839884,2.24024581,0.234050651,,5528.205001
4604,35043.00,0.5,11.29658564,2.068843575,0.13620984,,5696.878141
4605,35044.00,0,0,1.908150838,0,,5871.611704
4606,35045.00,1.75,14.3647103,1.807139665,0.275503804,5.8,5999.517323
4607,35046.00,0.25,4.483720192,1.854251397,0.177378056,,5934.803346
4608,35047.00,2,3.516318689,1.748162011,0.184402518,,6066.215486
4609,35048.00,0,0,1.603810056,0.257203366,,6254.99859
4610,35049.00,0,0,1.519365922,0.179633642,,6381.324301
4611,35050.00,4.5,5.466964081,1.58027933,0.041401983,,6298.136236
4612,35051.00,0,0,1.524393855,0.062158041,,6370.371397
4613,35052.00,4.5,16.05085936,1.596067039,0.052840981,7.1,6281.452037
4614,35053.00,0.25,0.821917808,1.572385475,0,,6288.118258
4615,35054.00,2.5,0.821917808,2.28901676,0.00453712,,5474.636189
4616,35055.00,71.5,0.821917808,43.71837989,0.236507132,,720.0662654
4617,35056.00,15.75,0.821917808,23.31351955,0.023037264,,1503.057775
4618,35057.00,1.25,0.821917808,8.779927374,0.002437544,,2965.390634
4619,35058.00,0,0,5.502167598,0,,3772.276084
4620,35059.00,0,0,4.046631285,0,,4338.936323
4621,35060.00,0,0,3.257296089,0,7.7,4762.024273
4622,35061.00,0,0,2.734265363,0,,5106.817202
4623,35062.00,0,0,2.343469274,0,,5430.671759
4624,35063.00,0,0,2.145921788,0.021911882,,5618.767233
4625,35064.00,0,0,1.989527933,0.039445169,,5784.985641
4626,35065.00,2.75,3.97260274,1.883664804,0.042798933,,5901.464906
4627,35066.00,7.75,3.97260274,2.11276257,0.0659054,7.1,5666.115965
4628,35067.00,1.25,4.383561644,2.661410615,0.178096621,,5192.616685
4629,35068.00,4.25,4.383561644,3.726226257,0.199009707,,4535.657343
4630,35069.00,3.5,4.383561644,3.933879888,0.082415553,,4403.867816
4631,35070.00,6.25,4.383561644,3.542882682,0.173369075,,4626.946024
4632,35071.00,18,4.383561644,10.57266201,0.225431329,,2702.127322
4633,35072.00,15.5,4.383561644,9.37352514,0.148855836,,2908.068579
4634,35073.00,2,4.383561644,7.966081006,0.253562869,7,3133.293115
4635,35074.00,2,3.287671233,5.690111732,0.195876461,,3725.634932
4636,35075.00,9.5,3.287671233,5.689960894,0.107679079,,3744.389683
4637,35076.00,25.25,3.287671233,9.665748603,0.2424352,,2863.095944
4638,35077.00,1.5,3.287671233,11.71153911,0.401128339,,2432.437806
4639,35078.00,1,3.287671233,6.698162011,0.239956934,,3435.993856
4640,35079.00,0,0,4.916337989,0.182335533,,3983.261556
4641,35080.00,0.25,3.287671233,3.937977654,0.377045597,6.7,4396.422843
4642,35081.00,0,0,3.339,0.168486371,,4716.693273
4643,35082.00,0.5,6.599579351,2.909589385,0.078582833,,4988.105584
4644,35083.00,0,0,2.582648045,0.112585246,,5230.384936
4645,35084.00,0.25,1.571460925,2.290625698,0.338041554,,5478.258152
4646,35085.00,0,0,2.061905028,0.060082708,,5701.5181
4647,35086.00,0,0,1.888994413,0.080670877,,5894.787882
4648,35087.00,0,0,1.751103352,0.065240551,6.6,6058.012562
4649,35088.00,0,0,1.606776536,0.040250511,,6251.243615
4650,35089.00,0,0,1.469111732,0.096376508,,6446.825917
4651,35090.00,0,0,1.373631285,0.064084954,,6613.412487
4652,35091.00,0,0,1.314930168,0,,6711.838454
4653,35092.00,0,0,1.259723464,0.007626344,,6815.683284
4654,35093.00,0,0,1.18573743,0,,6959.799883
4655,35094.00,0,0,1.139857542,0,6.6,7052.631408
4656,35095.00,0,0,1.079798883,0,,7183.338748
4657,35096.00,0,0,1.020167598,0,,7323.720687
4658,35097.00,0,0,0.981703911,0,,7419.908617
4659,35098.00,2.25,7.69656401,0.942837989,0,,7519.958914
4660,35099.00,0.5,3.77517307,0.893539106,0.038650761,,7644.183511
4661,35100.00,0,0,0.886399441,0,,7688.131579
4662,35101.00,0,0,0.858921788,0,,7752.683845
4663,35102.00,0,0,0.808189944,0,6.6,7913.604516
4664,35103.00,0.75,8.767123288,0.810854749,0.02621098,,7906.63234
4665,35104.00,15.75,8.767123288,1.858575419,0.436777859,,5849.569445
4666,35105.00,50.75,8.767123288,18.03544693,0.350969553,,1851.286034
4667,35106.00,47,8.767123288,25.92987989,0.553880036,,1505.243602
4668,35107.00,16,8.767123288,28.53093017,0.087120217,,1093.074402
4669,35108.00,0.25,8.767123288,9.221053073,0.065736547,7.3,2879.713986
4670,35109.00,2.5,11.64383562,5.583871508,0.358706318,,3744.56026
4671,35110.00,3.75,11.64383562,4.367036313,0.414820911,,4218.210716
4672,35111.00,5,11.64383562,5.373703911,0.83747608,,3843.973792
4673,35112.00,27.25,11.64383562,8.543011173,0.404325271,,2903.782179
4674,35113.00,19.25,11.64383562,18.84781006,0.213946249,,1783.741643
4675,35114.00,0.5,11.64383562,8.504522346,0.479414086,,3008.816492
4676,35115.00,0.5,11.64383562,5.192195531,0,7.8,3870.461444
4677,35116.00,0.25,2.876712329,3.890388268,0.485223397,,4419.534612
4678,35117.00,2,2.876712329,3.368388268,0.275780336,,4700.117657
4679,35118.00,7.25,2.876712329,4.788955307,0.286808334,,3977.926091
4680,35119.00,15,2.876712329,8.624564246,0.404783994,,3055.481036
4681,35120.00,2,2.876712329,7.405994413,0.107518289,,3245.873262
4682,35121.00,7,2.876712329,5.191416201,0,,3888.080018
4683,35122.00,1.5,2.876712329,4.289304469,0.396617742,7.6,4244.535721
4684,35123.00,0,0,3.662849162,0.859593476,,4536.624474
4685,35124.00,0,0,3.25272067,0.774107131,,4773.684567
4686,35125.00,0,0,3.016986034,1.109109542,,4921.34387
4687,35126.00,0,0,2.771019553,0.824266156,,5090.296483
4688,35127.00,0,0,2.525958101,0.803332239,,5277.849963
4689,35128.00,0,0,2.294899441,0.756086119,,5476.557553
4690,35129.00,0,0,2.101374302,0.52695083,6.9,5663.137494
4691,35130.00,0,0,1.935879888,0.67458088,,5840.040816
4692,35131.00,0.75,0.821917808,1.798969274,1.526729377,,5998.378366
4693,35132.00,3.25,0.821917808,1.724782123,0.275941698,,6099.467274
4694,35133.00,4,0.821917808,1.721312849,0.230383261,,6101.885511
4695,35134.00,0.5,0.821917808,1.625857542,0.886036543,,6225.911427
4696,35135.00,19.75,0.821917808,2.569801676,0.692463768,,5254.19199
4697,35136.00,7.5,0.821917808,6.322122905,0.039007541,6.6,3438.701785
4698,35137.00,3.25,1.780821918,3.33447486,0.184125975,,4706.118827
4699,35138.00,2.25,1.780821918,2.76003352,0.246970216,,5094.256764
4700,35139.00,3,1.780821918,2.473592179,0.04207043,,5320.242683
4701,35140.00,4,1.780821918,2.622620112,0.144258551,,5214.705536
4702,35141.00,3.25,1.780821918,2.962206704,0.294844831,,5000.951855
4703,35142.00,4,1.780821918,4.921893855,0.244651215,6.6,3985.525017
4704,35143.00,0.25,0.95890411,3.875329609,0.94688825,,4428.760429
4705,35144.00,0.25,0.95890411,3.290053073,0.307871769,,4746.693416
4706,35145.00,7.75,0.95890411,3.600175978,0.191241728,,4585.35889
4707,35146.00,8.25,0.95890411,3.535013966,0.350951811,,4659.558216
4708,35147.00,7.5,0.95890411,5.922829609,0.84492612,,3678.25855
4709,35148.00,0.75,0.95890411,5.012421788,0.300464316,,3953.985932
4710,35149.00,17,0.95890411,6.773756983,0.191927927,,3463.621523
4711,35150.00,3.75,0.95890411,9.326312849,0.140606169,6.3,2834.070905
4712,35151.00,1.25,12.88315286,5.937963687,1.564117453,,3647.311074
4713,35152.00,1,2.769348811,4.566972067,0.720494911,,4121.134962
4714,35153.00,0,0,3.715793296,1.605959025,,4507.009077
4715,35154.00,0,0,3.158120112,1.749775617,,4825.489823
4716,35155.00,0,0,2.775343575,0.716333809,,5082.639712
4717,35156.00,0,0,2.426329609,1.63811492,,5356.068068
4718,35157.00,0.75,3.624662829,2.20877095,1.354241269,6.8,5559.777808
4719,35158.00,0,0,2.006094972,1.330271595,,5760.694541
4720,35159.00,0,0,1.815058659,2.778867435,,5978.394405
4721,35160.00,0,0,1.655472067,2.779743672,,6181.379604
4722,35161.00,0,0,1.551368715,1.706304033,,6334.390142
4723,35162.00,0,0,1.452796089,2.844731592,,6479.284403
4724,35163.00,2,1.887423763,1.405885475,0.35200862,,6560.137696
4725,35164.00,0.5,2.20553764,1.312918994,1.03336039,6.6,6715.89395
4726,35165.00,3.75,0.547945205,1.335293296,1.136596982,,6678.190205
4727,35166.00,3,0.547945205,1.204416201,2.574801763,,6927.152307
4728,35167.00,26.5,0.547945205,4.157446927,0.272329734,,4115.840803
4729,35168.00,4.25,0.547945205,3.070734637,0.384455496,,4867.278431
4730,35169.00,4.25,0.547945205,2.802846369,0.481454775,,5070.432125
4731,35170.00,1.25,0.547945205,2.649217877,0.823033428,,5176.456403
4732,35171.00,11,0.547945205,3.338773743,0.631838802,6.6,4723.410593
4733,35172.00,6,1.506849315,4.357583799,1.747958203,,4210.399911
4734,35173.00,28,1.506849315,13.39612291,0.652617009,,2118.413301
4735,35174.00,2.75,1.506849315,8.061134078,2.357041973,,3104.973877
4736,35175.00,0,0,5.354195531,2.076973562,,3820.44878
4737,35176.00,9.25,1.506849315,4.763287709,1.245901439,,4061.351486
4738,35177.00,7,1.506849315,4.015935754,2.359942164,,4372.492847
4739,35178.00,8.75,1.506849315,6.614949721,1.850082216,5.9,3454.187114
4740,35179.00,3.75,5.616438356,4.695938547,2.255637958,,4074.415113
4741,35180.00,0,0,3.788723464,2.669602848,,4471.401542
4742,35181.00,0,0,3.260891061,3.171568801,,4761.224479
4743,35182.00,0.25,5.616438356,2.85146648,2.93736334,,5027.215443
4744,35183.00,0,0,2.490159218,2.331266142,,5304.991939
4745,35184.00,0.5,5.616438356,2.265360335,1.341168108,,5505.145999
4746,35185.00,6,5.616438356,2.26272067,1.004097838,6.9,5512.191458
4747,35186.00,14.25,1.095890411,2.653114525,0.843817615,,5207.631062
4748,35187.00,0,0,2.838217877,0.140681894,,4981.620572
4749,35188.00,0,0,2.178854749,2.590321517,,5579.735223
4750,35189.00,0,0,1.969164804,2.452692008,,5803.507604
4751,35190.00,0,0,1.848041899,2.650366776,,5942.861153
4752,35191.00,0,0,1.746930168,2.478936705,,6066.215747
4753,35192.00,0,0,1.671435754,2.199328981,6.9,6167.367935
4754,35193.00,0,0,1.60647486,3.53272445,,6255.475101
4755,35194.00,0,0,1.539653631,2.063386261,,6349.870976
4756,35195.00,0,0,1.470594972,2.930075123,,6455.896032
4757,35196.00,0,0,1.419360335,1.852765597,,6537.320397
4758,35197.00,0,0,1.359,2.421168986,,6636.209195
4759,35198.00,0,0,1.291575419,3.560295859,,6755.983554
4760,35199.00,0,0,1.222290503,4.399289663,6.7,6884.666124
4761,35200.00,0,0,1.178044693,2.980930516,,6977.259699
4762,35201.00,0,0,1.126784916,2.14997976,,7079.756201
4763,35202.00,0,0,1.08522905,1.813327912,,7173.434576
4764,35203.00,5.75,3.287671233,1.072030726,2.338305322,,7227.646163
4765,35204.00,42,3.287671233,4.095879888,0.591650054,,3901.129024
4766,35205.00,7.5,3.287671233,3.43201676,3.195503793,,4441.763641
4767,35206.00,3,3.287671233,2.193687151,3.207947782,6.6,5548.979897
4768,35207.00,16.75,1.232876712,3.716044693,0.92982474,,4479.35821
4769,35208.00,51.25,1.232876712,16.59984637,1.533777597,,1612.399783
4770,35209.00,4.75,1.232876712,21.02676536,3.427323337,,1429.009954
4771,35210.00,0,0,6.927712291,2.555471909,,3349.568057
4772,35211.00,29.5,1.232876712,8.043083799,0.952526907,,3039.382843
4773,35212.00,4,1.232876712,11.89005587,3.166683217,,2385.870133
4774,35213.00,6.75,1.232876712,6.397994413,1.30761166,,3525.139681
4775,35214.00,21.5,1.232876712,10.31518156,1.117750192,5.2,2763.638782
4776,35215.00,5.75,7.671232877,8.726304469,4.34619699,,3011.947042
4777,35216.00,2.5,7.671232877,5.927203911,2.765299879,,3650.558754
4778,35217.00,1.25,7.671232877,4.558675978,3.318605456,,4121.946321
4779,35218.00,0,0,3.65696648,3.254201855,,4535.845646
4780,35219.00,5.5,7.671232877,3.335078212,0.925241178,,4725.213424
4781,35220.00,0,0,2.810463687,5.276809276,6.1,5051.892893
4782,35221.00,0,0,2.458030726,4.2399227,,5331.996308
4783,35222.00,0,0,2.227273743,4.805510086,,5540.562518
4784,35223.00,1,1.095890411,2.096723464,2.486480423,,5670.147297
4785,35224.00,0,0,1.910413408,5.374908718,,5865.228905
4786,35225.00,3,1.095890411,1.800075419,3.016443922,,6008.790879
4787,35226.00,6.25,1.095890411,1.973086592,1.968315143,,5794.370721
4788,35227.00,21.25,1.095890411,3.601986034,0.848638929,6,4404.018464
